idsoil_data,probe,temperature,moisture,reading_time
11958,2,81,30,"2015-11-16 15:05:55"
11959,3,35,43,"2015-11-16 15:05:55"
11960,4,59,39,"2015-11-16 15:05:55"
11961,1,84,39,"2015-11-16 16:34:57"
11962,2,85,38,"2015-11-16 16:34:57"
11963,3,50,41,"2015-11-16 16:34:57"
11964,4,76,36,"2015-11-16 16:34:57"
11965,1,70,34,"2015-11-16 22:21:02"
11966,2,46,39,"2015-11-16 22:21:02"
11967,3,80,37,"2015-11-16 22:21:02"
11968,4,85,31,"2015-11-16 22:21:02"
11969,1,58,41,"2015-11-17 08:08:00"
11970,2,76,39,"2015-11-17 08:08:00"
11971,3,33,31,"2015-11-17 08:08:00"
11972,4,85,34,"2015-11-17 08:08:00"
11973,1,54,42,"2015-11-17 15:58:53"
11974,2,51,44,"2015-11-17 15:58:53"
11975,3,53,38,"2015-11-17 15:58:53"
11976,4,52,27,"2015-11-17 15:58:53"
11977,1,40,42,"2015-11-17 20:12:44"
11978,2,86,26,"2015-11-17 20:12:44"
11979,3,66,38,"2015-11-17 20:12:44"
11980,4,36,41,"2015-11-17 20:12:44"
11981,1,42,41,"2015-11-18 02:05:04"
11982,2,89,37,"2015-11-18 02:05:04"
11983,3,52,28,"2015-11-18 02:05:04"
11984,4,83,34,"2015-11-18 02:05:04"
11985,1,76,33,"2015-11-18 06:39:54"
11986,2,61,33,"2015-11-18 06:39:54"
11987,3,69,25,"2015-11-18 06:39:54"
11988,4,76,31,"2015-11-18 06:39:54"
11989,1,59,34,"2015-11-18 08:15:04"
11990,2,48,30,"2015-11-18 08:15:04"
11991,3,55,31,"2015-11-18 08:15:04"
11992,4,79,29,"2015-11-18 08:15:04"
11993,1,73,39,"2015-11-18 09:42:07"
11994,2,39,38,"2015-11-18 09:42:07"
11995,3,45,25,"2015-11-18 09:42:07"
11996,4,58,25,"2015-11-18 09:42:07"
11997,1,89,42,"2015-11-18 13:43:17"
11998,2,55,35,"2015-11-18 13:43:17"
11999,3,32,44,"2015-11-18 13:43:17"
12000,4,32,29,"2015-11-18 13:43:17"
12001,1,37,27,"2015-11-19 00:25:25"
12002,2,72,27,"2015-11-19 00:25:25"
12003,3,53,42,"2015-11-19 00:25:25"
12004,4,48,34,"2015-11-19 00:25:25"
12005,1,82,44,"2015-11-19 07:49:24"
12006,2,86,34,"2015-11-19 07:49:24"
12007,3,79,39,"2015-11-19 07:49:24"
12008,4,79,25,"2015-11-19 07:49:24"
12009,1,43,35,"2015-11-19 11:52:33"
12010,2,35,39,"2015-11-19 11:52:33"
12011,3,75,27,"2015-11-19 11:52:33"
12012,4,59,35,"2015-11-19 11:52:33"
12013,1,64,25,"2015-11-19 13:06:18"
12014,2,46,26,"2015-11-19 13:06:18"
12015,3,38,26,"2015-11-19 13:06:18"
12016,4,55,37,"2015-11-19 13:06:18"
12017,1,57,43,"2015-11-19 20:54:45"
12018,2,51,26,"2015-11-19 20:54:45"
12019,3,52,37,"2015-11-19 20:54:45"
12020,4,60,25,"2015-11-19 20:54:45"
12021,1,89,28,"2015-11-20 06:41:36"
12022,2,53,26,"2015-11-20 06:41:36"
12023,3,72,38,"2015-11-20 06:41:36"
12024,4,77,37,"2015-11-20 06:41:36"
12025,1,62,42,"2015-11-20 11:18:34"
12026,2,71,33,"2015-11-20 11:18:34"
12027,3,34,38,"2015-11-20 11:18:34"
12028,4,39,42,"2015-11-20 11:18:34"
12029,1,80,38,"2015-11-20 13:32:08"
12030,2,52,30,"2015-11-20 13:32:08"
12031,3,38,43,"2015-11-20 13:32:08"
12032,4,43,31,"2015-11-20 13:32:08"
12033,1,41,41,"2015-11-20 17:17:24"
12034,2,50,30,"2015-11-20 17:17:24"
12035,3,77,43,"2015-11-20 17:17:24"
12036,4,78,42,"2015-11-20 17:17:24"
12037,1,33,39,"2015-11-20 20:40:34"
12038,2,47,29,"2015-11-20 20:40:34"
12039,3,54,25,"2015-11-20 20:40:34"
12040,4,54,44,"2015-11-20 20:40:34"
12041,1,70,43,"2015-11-21 00:42:30"
12042,2,34,27,"2015-11-21 00:42:30"
12043,3,49,35,"2015-11-21 00:42:30"
12044,4,68,37,"2015-11-21 00:42:30"
12045,1,54,37,"2015-11-21 08:20:04"
12046,2,72,38,"2015-11-21 08:20:04"
12047,3,83,33,"2015-11-21 08:20:04"
12048,4,76,36,"2015-11-21 08:20:04"
12049,1,41,36,"2015-11-21 17:36:54"
12050,2,79,28,"2015-11-21 17:36:54"
12051,3,42,29,"2015-11-21 17:36:54"
12052,4,57,32,"2015-11-21 17:36:54"
12053,1,83,28,"2015-11-22 01:34:48"
12054,2,36,41,"2015-11-22 01:34:48"
12055,3,58,32,"2015-11-22 01:34:48"
12056,4,72,38,"2015-11-22 01:34:48"
12057,1,50,29,"2015-11-22 04:06:58"
12058,2,66,29,"2015-11-22 04:06:58"
12059,3,47,25,"2015-11-22 04:06:58"
12060,4,53,38,"2015-11-22 04:06:58"
12061,1,75,31,"2015-11-22 10:42:41"
12062,2,76,44,"2015-11-22 10:42:41"
12063,3,47,40,"2015-11-22 10:42:41"
12064,4,71,41,"2015-11-22 10:42:41"
12065,1,89,41,"2015-11-22 21:25:22"
12066,2,45,34,"2015-11-22 21:25:22"
12067,3,81,33,"2015-11-22 21:25:22"
12068,4,54,37,"2015-11-22 21:25:22"
12069,1,64,27,"2015-11-23 08:14:22"
12070,2,82,35,"2015-11-23 08:14:22"
12071,3,80,38,"2015-11-23 08:14:22"
12072,4,88,36,"2015-11-23 08:14:22"
12073,1,58,25,"2015-11-23 17:15:05"
12074,2,85,41,"2015-11-23 17:15:05"
12075,3,42,39,"2015-11-23 17:15:05"
12076,4,37,33,"2015-11-23 17:15:05"
12077,1,79,43,"2015-11-24 04:08:40"
12078,2,58,35,"2015-11-24 04:08:40"
12079,3,38,31,"2015-11-24 04:08:40"
12080,4,88,32,"2015-11-24 04:08:40"
12081,1,67,31,"2015-11-24 14:50:27"
12082,2,43,29,"2015-11-24 14:50:27"
12083,3,63,37,"2015-11-24 14:50:27"
12084,4,89,30,"2015-11-24 14:50:27"
12085,1,71,28,"2015-11-24 17:36:51"
12086,2,87,43,"2015-11-24 17:36:51"
12087,3,46,41,"2015-11-24 17:36:51"
12088,4,58,26,"2015-11-24 17:36:51"
12089,1,39,35,"2015-11-25 02:39:12"
12090,2,38,26,"2015-11-25 02:39:12"
12091,3,79,35,"2015-11-25 02:39:12"
12092,4,76,40,"2015-11-25 02:39:12"
12093,1,47,44,"2015-11-25 07:42:56"
12094,2,54,39,"2015-11-25 07:42:56"
12095,3,88,42,"2015-11-25 07:42:56"
12096,4,48,43,"2015-11-25 07:42:56"
12097,1,38,40,"2015-11-25 17:18:06"
12098,2,83,26,"2015-11-25 17:18:06"
12099,3,31,36,"2015-11-25 17:18:06"
12100,4,75,37,"2015-11-25 17:18:06"
12101,1,58,25,"2015-11-25 18:12:31"
12102,2,75,32,"2015-11-25 18:12:31"
12103,3,64,39,"2015-11-25 18:12:31"
12104,4,86,40,"2015-11-25 18:12:31"
12105,1,87,32,"2015-11-26 03:40:53"
12106,2,56,40,"2015-11-26 03:40:53"
12107,3,60,28,"2015-11-26 03:40:53"
12108,4,70,25,"2015-11-26 03:40:53"
12109,1,79,44,"2015-11-26 14:18:45"
12110,2,46,38,"2015-11-26 14:18:45"
12111,3,58,41,"2015-11-26 14:18:45"
12112,4,48,40,"2015-11-26 14:18:45"
12113,1,85,25,"2015-11-26 22:48:16"
12114,2,66,36,"2015-11-26 22:48:16"
12115,3,39,43,"2015-11-26 22:48:16"
12116,4,76,38,"2015-11-26 22:48:16"
12117,1,49,33,"2015-11-27 07:38:06"
12118,2,31,28,"2015-11-27 07:38:06"
12119,3,55,25,"2015-11-27 07:38:06"
12120,4,77,43,"2015-11-27 07:38:06"
12121,1,50,43,"2015-11-27 13:12:23"
12122,2,77,40,"2015-11-27 13:12:23"
12123,3,47,41,"2015-11-27 13:12:23"
12124,4,32,38,"2015-11-27 13:12:23"
12125,1,68,32,"2015-11-27 19:44:03"
12126,2,58,40,"2015-11-27 19:44:03"
12127,3,61,36,"2015-11-27 19:44:03"
12128,4,68,44,"2015-11-27 19:44:03"
12129,1,89,28,"2015-11-27 22:42:18"
12130,2,65,26,"2015-11-27 22:42:18"
12131,3,32,28,"2015-11-27 22:42:18"
12132,4,90,33,"2015-11-27 22:42:18"
12133,1,31,32,"2015-11-28 02:48:02"
12134,2,63,27,"2015-11-28 02:48:02"
12135,3,62,43,"2015-11-28 02:48:02"
12136,4,47,28,"2015-11-28 02:48:02"
12137,1,69,27,"2015-11-28 08:19:51"
12138,2,84,34,"2015-11-28 08:19:51"
12139,3,36,27,"2015-11-28 08:19:51"
12140,4,41,26,"2015-11-28 08:19:51"
12141,1,49,28,"2015-11-28 19:02:22"
12142,2,80,29,"2015-11-28 19:02:22"
12143,3,62,37,"2015-11-28 19:02:22"
12144,4,48,44,"2015-11-28 19:02:22"
12145,1,50,26,"2015-11-28 19:23:46"
12146,2,53,28,"2015-11-28 19:23:46"
12147,3,74,33,"2015-11-28 19:23:46"
12148,4,88,32,"2015-11-28 19:23:46"
12149,1,87,32,"2015-11-29 06:22:45"
12150,2,57,32,"2015-11-29 06:22:45"
12151,3,83,29,"2015-11-29 06:22:45"
12152,4,72,37,"2015-11-29 06:22:45"
12153,1,49,34,"2015-11-29 15:29:21"
12154,2,70,30,"2015-11-29 15:29:21"
12155,3,76,44,"2015-11-29 15:29:21"
12156,4,32,28,"2015-11-29 15:29:21"
12157,1,67,41,"2015-11-29 16:21:10"
12158,2,49,42,"2015-11-29 16:21:10"
12159,3,73,35,"2015-11-29 16:21:10"
12160,4,56,44,"2015-11-29 16:21:10"
12161,1,42,37,"2015-11-29 22:15:09"
12162,2,30,29,"2015-11-29 22:15:09"
12163,3,40,31,"2015-11-29 22:15:09"
12164,4,77,39,"2015-11-29 22:15:09"
12165,1,47,39,"2015-11-30 07:12:04"
12166,2,41,37,"2015-11-30 07:12:04"
12167,3,39,40,"2015-11-30 07:12:04"
12168,4,75,30,"2015-11-30 07:12:04"
12169,1,78,38,"2015-11-30 09:03:08"
12170,2,77,39,"2015-11-30 09:03:08"
12171,3,66,31,"2015-11-30 09:03:08"
12172,4,61,44,"2015-11-30 09:03:08"
12173,1,60,32,"2015-11-30 10:01:16"
12174,2,38,27,"2015-11-30 10:01:16"
12175,3,76,36,"2015-11-30 10:01:16"
12176,4,77,33,"2015-11-30 10:01:16"
12177,1,34,40,"2015-11-30 20:18:06"
12178,2,51,30,"2015-11-30 20:18:06"
12179,3,88,32,"2015-11-30 20:18:06"
12180,4,63,28,"2015-11-30 20:18:06"
12181,1,51,31,"2015-12-01 04:27:27"
12182,2,31,26,"2015-12-01 04:27:27"
12183,3,60,39,"2015-12-01 04:27:27"
12184,4,54,44,"2015-12-01 04:27:27"
12185,1,59,36,"2015-12-01 11:59:55"
12186,2,52,36,"2015-12-01 11:59:55"
12187,3,34,43,"2015-12-01 11:59:55"
12188,4,68,41,"2015-12-01 11:59:55"
12189,1,42,34,"2015-12-01 20:06:03"
12190,2,40,29,"2015-12-01 20:06:03"
12191,3,65,41,"2015-12-01 20:06:03"
12192,4,47,36,"2015-12-01 20:06:03"
12193,1,75,33,"2015-12-02 07:01:25"
12194,2,51,42,"2015-12-02 07:01:25"
12195,3,36,32,"2015-12-02 07:01:25"
12196,4,72,31,"2015-12-02 07:01:25"
12197,1,30,27,"2015-12-02 15:19:39"
12198,2,41,31,"2015-12-02 15:19:39"
12199,3,86,37,"2015-12-02 15:19:39"
12200,4,36,43,"2015-12-02 15:19:39"
12201,1,40,32,"2015-12-02 22:18:51"
12202,2,33,33,"2015-12-02 22:18:51"
12203,3,74,44,"2015-12-02 22:18:51"
12204,4,89,34,"2015-12-02 22:18:51"
12205,1,44,42,"2015-12-03 05:11:53"
12206,2,35,28,"2015-12-03 05:11:53"
12207,3,34,42,"2015-12-03 05:11:53"
12208,4,66,33,"2015-12-03 05:11:53"
12209,1,38,25,"2015-12-03 05:30:27"
12210,2,86,33,"2015-12-03 05:30:27"
12211,3,55,32,"2015-12-03 05:30:27"
12212,4,34,26,"2015-12-03 05:30:27"
12213,1,77,32,"2015-12-03 11:57:50"
12214,2,42,44,"2015-12-03 11:57:50"
12215,3,39,32,"2015-12-03 11:57:50"
12216,4,83,44,"2015-12-03 11:57:50"
12217,1,54,38,"2015-12-03 13:25:23"
12218,2,52,37,"2015-12-03 13:25:23"
12219,3,84,39,"2015-12-03 13:25:23"
12220,4,70,30,"2015-12-03 13:25:23"
12221,1,65,41,"2015-12-03 17:11:36"
12222,2,80,37,"2015-12-03 17:11:36"
12223,3,53,31,"2015-12-03 17:11:36"
12224,4,67,36,"2015-12-03 17:11:36"
12225,1,68,26,"2015-12-04 01:36:47"
12226,2,48,29,"2015-12-04 01:36:47"
12227,3,67,34,"2015-12-04 01:36:47"
12228,4,42,33,"2015-12-04 01:36:47"
12229,1,30,26,"2015-12-04 09:35:16"
12230,2,42,36,"2015-12-04 09:35:16"
12231,3,45,42,"2015-12-04 09:35:16"
12232,4,55,44,"2015-12-04 09:35:16"
12233,1,73,31,"2015-12-04 11:33:25"
12234,2,40,40,"2015-12-04 11:33:25"
12235,3,38,42,"2015-12-04 11:33:25"
12236,4,73,29,"2015-12-04 11:33:25"
12237,1,81,34,"2015-12-04 14:16:34"
12238,2,53,26,"2015-12-04 14:16:34"
12239,3,53,37,"2015-12-04 14:16:34"
12240,4,61,44,"2015-12-04 14:16:34"
12241,1,44,27,"2015-12-04 17:21:44"
12242,2,32,33,"2015-12-04 17:21:44"
12243,3,82,25,"2015-12-04 17:21:44"
12244,4,74,29,"2015-12-04 17:21:44"
12245,1,56,30,"2015-12-04 18:51:27"
12246,2,49,31,"2015-12-04 18:51:27"
12247,3,63,28,"2015-12-04 18:51:27"
12248,4,60,36,"2015-12-04 18:51:27"
12249,1,89,33,"2015-12-05 04:40:54"
12250,2,67,37,"2015-12-05 04:40:54"
12251,3,35,26,"2015-12-05 04:40:54"
12252,4,36,40,"2015-12-05 04:40:54"
12253,1,49,39,"2015-12-05 12:36:15"
12254,2,37,36,"2015-12-05 12:36:15"
12255,3,41,40,"2015-12-05 12:36:15"
12256,4,72,30,"2015-12-05 12:36:15"
12257,1,79,37,"2015-12-05 20:18:58"
12258,2,62,44,"2015-12-05 20:18:58"
12259,3,45,32,"2015-12-05 20:18:58"
12260,4,39,30,"2015-12-05 20:18:58"
12261,1,50,33,"2015-12-06 01:15:47"
12262,2,67,33,"2015-12-06 01:15:47"
12263,3,74,34,"2015-12-06 01:15:47"
12264,4,50,27,"2015-12-06 01:15:47"
12265,1,33,35,"2015-12-06 05:39:52"
12266,2,52,44,"2015-12-06 05:39:52"
12267,3,72,30,"2015-12-06 05:39:52"
12268,4,33,31,"2015-12-06 05:39:52"
12269,1,64,41,"2015-12-06 15:37:11"
12270,2,87,29,"2015-12-06 15:37:11"
12271,3,88,28,"2015-12-06 15:37:11"
12272,4,49,40,"2015-12-06 15:37:11"
12273,1,57,42,"2015-12-06 21:36:09"
12274,2,56,27,"2015-12-06 21:36:09"
12275,3,59,31,"2015-12-06 21:36:09"
12276,4,48,28,"2015-12-06 21:36:09"
12277,1,39,32,"2015-12-07 04:06:11"
12278,2,30,32,"2015-12-07 04:06:11"
12279,3,71,27,"2015-12-07 04:06:11"
12280,4,64,44,"2015-12-07 04:06:11"
12281,1,85,33,"2015-12-07 05:24:08"
12282,2,63,33,"2015-12-07 05:24:08"
12283,3,65,40,"2015-12-07 05:24:08"
12284,4,47,40,"2015-12-07 05:24:08"
12285,1,34,40,"2015-12-07 11:31:07"
12286,2,48,32,"2015-12-07 11:31:07"
12287,3,31,32,"2015-12-07 11:31:07"
12288,4,84,33,"2015-12-07 11:31:07"
12289,1,87,37,"2015-12-07 17:16:48"
12290,2,47,39,"2015-12-07 17:16:48"
12291,3,56,36,"2015-12-07 17:16:48"
12292,4,32,35,"2015-12-07 17:16:48"
12293,1,38,44,"2015-12-07 18:59:53"
12294,2,35,29,"2015-12-07 18:59:53"
12295,3,67,29,"2015-12-07 18:59:53"
12296,4,30,29,"2015-12-07 18:59:53"
12297,1,79,42,"2015-12-08 00:21:52"
12298,2,75,44,"2015-12-08 00:21:52"
12299,3,75,41,"2015-12-08 00:21:52"
12300,4,46,39,"2015-12-08 00:21:52"
12301,1,35,35,"2015-12-08 03:15:02"
12302,2,44,37,"2015-12-08 03:15:02"
12303,3,77,40,"2015-12-08 03:15:02"
12304,4,32,27,"2015-12-08 03:15:02"
12305,1,48,40,"2015-12-08 07:23:02"
12306,2,88,34,"2015-12-08 07:23:02"
12307,3,38,29,"2015-12-08 07:23:02"
12308,4,67,25,"2015-12-08 07:23:02"
12309,1,74,34,"2015-12-08 07:55:45"
12310,2,87,34,"2015-12-08 07:55:45"
12311,3,39,39,"2015-12-08 07:55:45"
12312,4,51,33,"2015-12-08 07:55:45"
12313,1,34,38,"2015-12-08 15:40:30"
12314,2,71,26,"2015-12-08 15:40:30"
12315,3,63,33,"2015-12-08 15:40:30"
12316,4,45,30,"2015-12-08 15:40:30"
12317,1,82,31,"2015-12-08 18:52:48"
12318,2,84,38,"2015-12-08 18:52:48"
12319,3,53,36,"2015-12-08 18:52:48"
12320,4,44,42,"2015-12-08 18:52:48"
12321,1,85,40,"2015-12-09 04:18:22"
12322,2,66,28,"2015-12-09 04:18:22"
12323,3,79,43,"2015-12-09 04:18:22"
12324,4,69,37,"2015-12-09 04:18:22"
12325,1,44,29,"2015-12-09 14:07:23"
12326,2,55,38,"2015-12-09 14:07:23"
12327,3,89,30,"2015-12-09 14:07:23"
12328,4,50,35,"2015-12-09 14:07:23"
12329,1,43,27,"2015-12-10 00:23:10"
12330,2,84,27,"2015-12-10 00:23:10"
12331,3,59,32,"2015-12-10 00:23:10"
12332,4,74,26,"2015-12-10 00:23:10"
12333,1,85,42,"2015-12-10 05:36:41"
12334,2,67,36,"2015-12-10 05:36:41"
12335,3,60,32,"2015-12-10 05:36:41"
12336,4,40,25,"2015-12-10 05:36:41"
12337,1,65,32,"2015-12-10 08:39:33"
12338,2,74,31,"2015-12-10 08:39:33"
12339,3,58,43,"2015-12-10 08:39:33"
12340,4,81,25,"2015-12-10 08:39:33"
12341,1,41,36,"2015-12-10 15:07:35"
12342,2,40,30,"2015-12-10 15:07:35"
12343,3,34,42,"2015-12-10 15:07:35"
12344,4,66,30,"2015-12-10 15:07:35"
12345,1,69,29,"2015-12-10 22:36:08"
12346,2,74,42,"2015-12-10 22:36:08"
12347,3,83,38,"2015-12-10 22:36:08"
12348,4,84,39,"2015-12-10 22:36:08"
12349,1,45,25,"2015-12-11 00:56:22"
12350,2,34,29,"2015-12-11 00:56:22"
12351,3,69,39,"2015-12-11 00:56:22"
12352,4,40,26,"2015-12-11 00:56:22"
12353,1,45,32,"2015-12-11 07:01:07"
12354,2,71,39,"2015-12-11 07:01:07"
12355,3,65,35,"2015-12-11 07:01:07"
12356,4,36,30,"2015-12-11 07:01:07"
12357,1,41,33,"2015-12-11 07:48:32"
12358,2,55,27,"2015-12-11 07:48:32"
12359,3,57,28,"2015-12-11 07:48:32"
12360,4,41,27,"2015-12-11 07:48:32"
12361,1,46,33,"2015-12-11 14:35:54"
12362,2,41,39,"2015-12-11 14:35:54"
12363,3,84,29,"2015-12-11 14:35:54"
12364,4,36,41,"2015-12-11 14:35:54"
12365,1,66,31,"2015-12-11 14:53:47"
12366,2,66,43,"2015-12-11 14:53:47"
12367,3,63,37,"2015-12-11 14:53:47"
12368,4,51,42,"2015-12-11 14:53:47"
12369,1,41,35,"2015-12-11 17:12:51"
12370,2,61,38,"2015-12-11 17:12:51"
12371,3,76,40,"2015-12-11 17:12:51"
12372,4,85,42,"2015-12-11 17:12:51"
12373,1,38,34,"2015-12-11 17:59:04"
12374,2,76,44,"2015-12-11 17:59:04"
12375,3,86,26,"2015-12-11 17:59:04"
12376,4,52,43,"2015-12-11 17:59:04"
12377,1,38,29,"2015-12-11 19:04:36"
12378,2,72,34,"2015-12-11 19:04:36"
12379,3,30,31,"2015-12-11 19:04:36"
12380,4,56,34,"2015-12-11 19:04:36"
12381,1,46,25,"2015-12-12 05:17:34"
12382,2,72,32,"2015-12-12 05:17:34"
12383,3,65,43,"2015-12-12 05:17:34"
12384,4,73,27,"2015-12-12 05:17:34"
12385,1,55,28,"2015-12-12 06:15:34"
12386,2,73,37,"2015-12-12 06:15:34"
12387,3,77,39,"2015-12-12 06:15:34"
12388,4,77,44,"2015-12-12 06:15:34"
12389,1,54,33,"2015-12-12 08:00:53"
12390,2,65,28,"2015-12-12 08:00:53"
12391,3,77,35,"2015-12-12 08:00:53"
12392,4,43,27,"2015-12-12 08:00:53"
12393,1,54,32,"2015-12-12 16:20:45"
12394,2,72,35,"2015-12-12 16:20:45"
12395,3,42,27,"2015-12-12 16:20:45"
12396,4,46,33,"2015-12-12 16:20:45"
12397,1,76,36,"2015-12-12 21:58:32"
12398,2,59,39,"2015-12-12 21:58:32"
12399,3,82,39,"2015-12-12 21:58:32"
12400,4,49,44,"2015-12-12 21:58:32"
12401,1,50,28,"2015-12-13 07:50:12"
12402,2,54,37,"2015-12-13 07:50:12"
12403,3,58,36,"2015-12-13 07:50:12"
12404,4,52,25,"2015-12-13 07:50:12"
12405,1,78,38,"2015-12-13 18:30:29"
12406,2,83,40,"2015-12-13 18:30:29"
12407,3,45,44,"2015-12-13 18:30:29"
12408,4,36,35,"2015-12-13 18:30:29"
12409,1,78,34,"2015-12-14 02:20:27"
12410,2,62,26,"2015-12-14 02:20:27"
12411,3,36,29,"2015-12-14 02:20:27"
12412,4,49,36,"2015-12-14 02:20:27"
12413,1,72,35,"2015-12-14 08:10:22"
12414,2,48,28,"2015-12-14 08:10:22"
12415,3,76,42,"2015-12-14 08:10:22"
12416,4,65,43,"2015-12-14 08:10:22"
12417,1,78,25,"2015-12-14 08:18:39"
12418,2,76,42,"2015-12-14 08:18:39"
12419,3,49,39,"2015-12-14 08:18:39"
12420,4,56,44,"2015-12-14 08:18:39"
12421,1,69,42,"2015-12-14 09:02:33"
12422,2,37,40,"2015-12-14 09:02:33"
12423,3,41,43,"2015-12-14 09:02:33"
12424,4,63,27,"2015-12-14 09:02:33"
12425,1,34,41,"2015-12-14 13:36:41"
12426,2,56,36,"2015-12-14 13:36:41"
12427,3,83,39,"2015-12-14 13:36:41"
12428,4,86,32,"2015-12-14 13:36:41"
12429,1,59,42,"2015-12-14 19:44:34"
12430,2,35,44,"2015-12-14 19:44:34"
12431,3,30,34,"2015-12-14 19:44:34"
12432,4,67,37,"2015-12-14 19:44:34"
12433,1,37,44,"2015-12-15 05:42:01"
12434,2,58,33,"2015-12-15 05:42:01"
12435,3,59,43,"2015-12-15 05:42:01"
12436,4,30,37,"2015-12-15 05:42:01"
12437,1,76,35,"2015-12-15 07:24:01"
12438,2,83,40,"2015-12-15 07:24:01"
12439,3,56,25,"2015-12-15 07:24:01"
12440,4,82,33,"2015-12-15 07:24:01"
12441,1,77,32,"2015-12-15 13:19:45"
12442,2,54,43,"2015-12-15 13:19:45"
12443,3,64,43,"2015-12-15 13:19:45"
12444,4,62,43,"2015-12-15 13:19:45"
12445,1,70,29,"2015-12-16 00:07:45"
12446,2,42,34,"2015-12-16 00:07:45"
12447,3,69,29,"2015-12-16 00:07:45"
12448,4,55,37,"2015-12-16 00:07:45"
12449,1,58,31,"2015-12-16 07:58:16"
12450,2,31,35,"2015-12-16 07:58:16"
12451,3,82,36,"2015-12-16 07:58:16"
12452,4,35,29,"2015-12-16 07:58:16"
12453,1,75,37,"2015-12-16 13:09:58"
12454,2,55,27,"2015-12-16 13:09:58"
12455,3,64,37,"2015-12-16 13:09:58"
12456,4,46,27,"2015-12-16 13:09:58"
12457,1,39,36,"2015-12-16 22:01:31"
12458,2,49,28,"2015-12-16 22:01:31"
12459,3,57,38,"2015-12-16 22:01:31"
12460,4,31,29,"2015-12-16 22:01:31"
12461,1,68,33,"2015-12-17 08:20:31"
12462,2,60,33,"2015-12-17 08:20:31"
12463,3,40,30,"2015-12-17 08:20:31"
12464,4,52,27,"2015-12-17 08:20:31"
12465,1,59,40,"2015-12-17 09:51:43"
12466,2,31,25,"2015-12-17 09:51:43"
12467,3,58,27,"2015-12-17 09:51:43"
12468,4,82,31,"2015-12-17 09:51:43"
12469,1,61,41,"2015-12-17 14:39:53"
12470,2,49,30,"2015-12-17 14:39:53"
12471,3,66,40,"2015-12-17 14:39:53"
12472,4,82,25,"2015-12-17 14:39:53"
12473,1,59,32,"2015-12-18 01:06:45"
12474,2,47,34,"2015-12-18 01:06:45"
12475,3,38,26,"2015-12-18 01:06:45"
12476,4,36,39,"2015-12-18 01:06:45"
12477,1,86,42,"2015-12-18 01:38:26"
12478,2,69,37,"2015-12-18 01:38:26"
12479,3,68,29,"2015-12-18 01:38:26"
12480,4,73,43,"2015-12-18 01:38:26"
12481,1,83,37,"2015-12-18 05:08:10"
12482,2,82,36,"2015-12-18 05:08:10"
12483,3,70,42,"2015-12-18 05:08:10"
12484,4,54,39,"2015-12-18 05:08:10"
12485,1,89,38,"2015-12-18 10:09:23"
12486,2,80,30,"2015-12-18 10:09:23"
12487,3,61,29,"2015-12-18 10:09:23"
12488,4,30,44,"2015-12-18 10:09:23"
12489,1,56,41,"2015-12-18 17:42:33"
12490,2,33,35,"2015-12-18 17:42:33"
12491,3,74,34,"2015-12-18 17:42:33"
12492,4,32,43,"2015-12-18 17:42:33"
12493,1,37,35,"2015-12-19 00:12:06"
12494,2,53,28,"2015-12-19 00:12:06"
12495,3,57,39,"2015-12-19 00:12:06"
12496,4,49,28,"2015-12-19 00:12:06"
12497,1,48,41,"2015-12-19 05:12:34"
12498,2,36,36,"2015-12-19 05:12:34"
12499,3,74,42,"2015-12-19 05:12:34"
12500,4,43,28,"2015-12-19 05:12:34"
12501,1,31,35,"2015-12-19 12:24:13"
12502,2,79,32,"2015-12-19 12:24:13"
12503,3,81,41,"2015-12-19 12:24:13"
12504,4,86,30,"2015-12-19 12:24:13"
12505,1,67,40,"2015-12-19 20:31:45"
12506,2,52,35,"2015-12-19 20:31:45"
12507,3,34,36,"2015-12-19 20:31:45"
12508,4,84,32,"2015-12-19 20:31:45"
12509,1,32,37,"2015-12-19 22:17:18"
12510,2,89,40,"2015-12-19 22:17:18"
12511,3,38,36,"2015-12-19 22:17:18"
12512,4,52,33,"2015-12-19 22:17:18"
12513,1,72,33,"2015-12-20 02:26:59"
12514,2,89,40,"2015-12-20 02:26:59"
12515,3,82,30,"2015-12-20 02:26:59"
12516,4,60,38,"2015-12-20 02:26:59"
12517,1,53,37,"2015-12-20 12:46:59"
12518,2,78,26,"2015-12-20 12:46:59"
12519,3,30,32,"2015-12-20 12:46:59"
12520,4,64,32,"2015-12-20 12:46:59"
12521,1,67,36,"2015-12-20 19:44:10"
12522,2,52,36,"2015-12-20 19:44:10"
12523,3,75,36,"2015-12-20 19:44:10"
12524,4,79,40,"2015-12-20 19:44:10"
12525,1,74,26,"2015-12-20 20:08:50"
12526,2,76,42,"2015-12-20 20:08:50"
12527,3,62,35,"2015-12-20 20:08:50"
12528,4,33,30,"2015-12-20 20:08:50"
12529,1,49,44,"2015-12-21 03:07:50"
12530,2,84,33,"2015-12-21 03:07:50"
12531,3,87,26,"2015-12-21 03:07:50"
12532,4,87,27,"2015-12-21 03:07:50"
12533,1,64,41,"2015-12-21 06:55:12"
12534,2,64,38,"2015-12-21 06:55:12"
12535,3,48,44,"2015-12-21 06:55:12"
12536,4,65,38,"2015-12-21 06:55:12"
12537,1,86,44,"2015-12-21 17:12:10"
12538,2,33,32,"2015-12-21 17:12:10"
12539,3,58,44,"2015-12-21 17:12:10"
